product_id,product_name,product_description,regular_price,discount_price,quantity,category_id,published,product_weight,img_link,product_note,created_at
9889,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Name here according bill reason president use anyone short nation history Democrat social very four white once own letter pull.,662.31,365.57,275,3,TRUE,7.66,https://m.media-amazon.com/images/I/41nPYaWA+ML._SY300_SX300_.jpg,Able thing ten either traditional take realize grow.,2023-03-15T10:36:42
9890,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Mean eye late onto real institution idea senior kid response year.,422.04,396.55,279,2,FALSE,1.7,https://m.media-amazon.com/images/I/31J6qGhAL9L._SX300_SY300_QL70_FMwebp_.jpg,Season hit operation fine many still value need.,2020-04-26T09:13:17
9891,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Shoulder customer know begin health inside space short mention stage social forget card throughout million international kid.,68.58,32.42,753,2,FALSE,0.61,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41R08zLK69L._SX300_SY300_QL70_FMwebp_.jpg,Huge reflect night imagine former development.,2020-11-08T19:59:58
9892,MI Braided USB Type-C Cable for Charging Adapter (Red),View quickly shake mission fish life use expert program significant director pressure several film within student upon strong.,320.58,269.07,263,3,FALSE,9.87,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31gaP7qpBNL._SX300_SY300_QL70_FMwebp_.jpg,Decade authority open present describe institution then identify east outside best attention good religious.,2021-12-18T06:08:22
9893,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Car hair turn information western able explain while night build.,519.44,198.65,957,4,FALSE,5.72,https://m.media-amazon.com/images/I/51fmHk3km+L._SX300_SY300_.jpg,Old lead tonight significant often represent after law.,2023-04-26T19:45:35
9894,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Interview son management sense live end run various suffer especially resource community.,64.57,212.27,540,1,TRUE,5.31,https://m.media-amazon.com/images/I/41d84o5-M-L._SY445_SX342_QL70_FMwebp_.jpg,Spring itself blue weight certainly under.,2020-02-19T05:32:32
9895,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Statement bank like wall if shoulder walk get good anyone eat military truth different play say order.,260.13,336.98,72,4,FALSE,3.22,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41xwPQLxTML._SX300_SY300_QL70_FMwebp_.jpg,Under show yard live discover with professional.,2020-10-13T02:08:24
9896,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Economy me medical house how hair else thus chair new season once.,227.82,117.33,278,3,TRUE,1.4,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51v-2Nzr+ML._SY300_SX300_.jpg,Buy new glass white growth piece eat whatever fish wonder inside factor new.,2020-08-22T17:39:22
9897,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",About later onto all down perhaps attention them realize chance watch sign catch thousand become front head art.,680.28,483.12,926,4,TRUE,0.71,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41TZJiPRRwL._SX300_SY300_QL70_FMwebp_.jpg,Lawyer apply rather note fire magazine our Republican PM.,2020-09-01T20:27:20
9898,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Hope end doctor wife a development improve standard top.,803.46,21.58,555,4,TRUE,3.09,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31MIyzg8uzL._SX300_SY300_QL70_FMwebp_.jpg,Media audience face relate change site happen bill Mrs the know month.,2020-10-05T02:00:39
9899,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),Power consumer final line which voice through their lot pressure likely response number he should but hundred finish plan.,73.9,386.24,564,1,TRUE,7.14,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51q3+E64azL._SX300_SY300_.jpg,Its player kid activity stuff imagine reality.,2021-07-23T06:24:29
9900,Flix Micro Usb Cable For Smartphone (Black),Cost interesting hope institution truth answer husband scientist woman financial report smile state try behavior turn toward.,682.4,367.57,605,2,TRUE,7.97,https://m.media-amazon.com/images/I/31qGpf8uzuL._SY445_SX342_QL70_FMwebp_.jpg,There go with wind safe similar federal front sure think travel run politics.,2021-08-06T02:59:54
9901,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),Not late past effort language own PM take leg seven mother guess rise employee.,560.37,256.12,377,3,TRUE,5.28,https://m.media-amazon.com/images/I/41gikeSuhAL._SY300_SX300_QL70_FMwebp_.jpg,Similar fact heavy south news quality provide wait these she safe pass cultural.,2023-01-25T00:08:43
9902,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Realize fly cause those us pretty responsibility choice various discussion.,767.83,16.26,232,2,TRUE,1.77,https://m.media-amazon.com/images/I/41da4tk7N+L._SY300_SX300_.jpg,Assume among professor book how west another.,2022-11-03T13:27:54
9903,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),Enjoy if child poor study join imagine civil win field trip never through.,45.91,487.81,920,4,FALSE,0.91,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41WE9ZGEC4L._SX300_SY300_QL70_FMwebp_.jpg,Red population beautiful officer truth voice win leg firm wear exist star.,2021-09-26T04:22:53
9904,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Today per he little fill including final teach system study degree particularly generation professor value civil certain.,408.66,43.49,707,2,TRUE,0.53,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41GeM83DzzL._SX300_SY300_QL70_FMwebp_.jpg,Two pretty several perform avoid memory civil hit somebody.,2022-09-02T16:03:15
9905,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Exist need situation quickly key their water process movie fill compare then.,303.05,73.14,860,2,TRUE,2.27,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/4177nw8okbL._SX300_SY300_QL70_FMwebp_.jpg,Tell help born level growth so rule card sort time black part buy.,2022-06-29T06:12:33
9906,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Body drop mind evidence available effort agent myself reason information.,337.2,5.74,773,1,TRUE,9.39,https://m.media-amazon.com/images/I/41jk4zYjTsL._SX300_SY300_QL70_FMwebp_.jpg,Education government notice accept tough receive this foreign learn must all think.,2021-04-06T03:20:18
9907,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Hand finish task foot cup walk raise price law system perform attorney public fear watch strong song best.,870.54,221.31,12,2,FALSE,4.2,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Fqm0bR7PL._SX300_SY300_QL70_FMwebp_.jpg,Structure production by back force teacher.,2022-11-03T03:06:41
9908,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Dinner about model skin production spend successful federal protect.,608.06,208.21,553,3,TRUE,1.3,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41cCZ5EPnvL._SX300_SY300_QL70_FMwebp_.jpg,Reality husband according successful note beautiful return.,2020-01-31T02:12:48
9909,"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Throughout interview exist story central wind stay discuss American agree hospital wrong eye how partner only race.,369.32,464.73,556,1,FALSE,5.89,https://m.media-amazon.com/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg,Mouth including attorney event magazine but big event foreign organization professional well.,2023-05-29T18:15:45
9910,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Difference avoid general staff commercial figure business amount test possible just information close director perhaps according.,837,446.12,504,3,FALSE,5.34,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/11ICusapw3L._SY300_SX300_QL70_FMwebp_.jpg,Crime as end common about decade best.,2020-02-18T03:18:15
9911,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",Mission general popular life collection hand though compare seat candidate painting talk already college consumer.,235.26,428.84,333,3,TRUE,1.81,https://m.media-amazon.com/images/I/41wN7jooz0L._SX300_SY300_QL70_FMwebp_.jpg,Read recent wrong short can factor bar per different ready fall story war.,2020-07-01T09:50:17
9912,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",Today certainly loss alone indeed herself nor individual dog picture probably professor nothing could.,731.53,161.07,801,4,FALSE,8.16,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31ew3okQR2L._SX300_SY300_QL70_FMwebp_.jpg,Feel manage case growth technology available agent guess.,2021-09-01T21:02:18
9913,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Word public military read simple have reduce meeting school indeed one call cell will technology money article.,717.56,194.52,172,1,FALSE,9.01,https://m.media-amazon.com/images/I/3183iGEWksL._SX300_SY300_QL70_FMwebp_.jpg,Face newspaper provide pull money defense arrive.,2022-12-09T21:42:16
9914,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",Nation boy any kitchen sometimes success at order husband tonight full compare provide moment eat program.,761.34,374.73,50,3,FALSE,4.94,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41P2EdQI1ZL._SY445_SX342_QL70_FMwebp_.jpg,Reason affect participant force him choose audience indeed difference cultural lose have support order.,2022-03-04T09:32:14
9915,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),A quickly deal political any while consider prove establish visit occur writer choice table note leave tax enough media.,774,186.33,587,1,FALSE,1.17,https://m.media-amazon.com/images/I/51hQfTroMzL._SX300_SY300_QL70_FMwebp_.jpg,Pick it suffer most political pressure bed.,2023-03-13T16:53:53
9916,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Image word benefit rich think across tell born me history.,145.68,169.52,365,2,TRUE,1.78,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41v5BQZzfAL._SX300_SY300_QL70_FMwebp_.jpg,Something store seven environment whatever child.,2021-04-14T03:29:14
9917,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Whether air then always spring activity than yes half like style always need adult after former.,459.39,240.47,783,3,TRUE,4.32,https://m.media-amazon.com/images/I/4101vlzySzL._SY300_SX300_QL70_FMwebp_.jpg,Rather service college law smile forget laugh team.,2022-12-28T22:52:54
9918,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),Card difference least some second through late crime employee single important who stock.,853.59,24.32,910,1,FALSE,4.96,https://m.media-amazon.com/images/I/41nsy8kxWUL._SY300_SX300_QL70_FMwebp_.jpg,Born skin model put understand create smile idea staff more.,2021-01-29T04:06:06
9919,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",Tree option anyone available watch notice explain edge trade small provide attack voice score stuff garden sign music we special.,495.73,344.75,682,1,FALSE,3.51,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41rB0DnVFmL._SX300_SY300_QL70_FMwebp_.jpg,Reveal later use poor true deep option trial onto.,2022-04-15T05:27:49
9920,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",Painting tonight face cause many arm onto fire fight remember control billion guy meet.,13.54,281.21,90,1,TRUE,1.02,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31EHCPHbSlL._SX300_SY300_QL70_FMwebp_.jpg,White effort human plant check sure ready market.,2023-06-30T05:51:56
9921,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Glass maintain weight shoulder change speech pay Mr condition.,973.47,465.09,445,3,TRUE,2.78,https://m.media-amazon.com/images/I/31v7NnnAItL._SY445_SX342_QL70_FMwebp_.jpg,Early he keep meeting there against white class investment.,2022-03-17T04:36:33
9922,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Thing car six art important stop former term tough stay choice maybe voice bill yeah personal firm serious of.,23.43,156.02,729,1,TRUE,3.93,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41CnR1WhD3L._SX300_SY300_QL70_FMwebp_.jpg,Argue quite after walk happy national structure.,2023-04-29T08:02:28
9923,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Class reflect a since protect be per those board unit customer attorney event recent yes kind quite assume investment.,991.42,11.17,167,3,TRUE,1.79,https://m.media-amazon.com/images/I/31+NwZ8gb1L._SX300_SY300_.jpg,Job Republican recent significant within final produce.,2023-05-15T15:04:51
9924,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black",Hard page most interest ahead end official sing hand cup enough painting huge sort poor each suddenly building mouth.,409.18,400.17,722,4,FALSE,2,https://m.media-amazon.com/images/I/41bCxnHksnL._SY300_SX300_QL70_FMwebp_.jpg,Senior impact these near resource next industry central cultural.,2023-01-15T17:41:37
9925,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E,Put fall people street raise if education ago life despite enough letter.,789.55,331.1,129,4,TRUE,3.23,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21rBnbHkW9L._SX300_SY300_QL70_FMwebp_.jpg,Performance film task machine human model front walk option up.,2021-06-24T05:15:54
9926,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)",Under everybody individual suddenly newspaper well economy safe surface argue media worker according every take if week language street.,280.21,487.37,635,3,TRUE,0.63,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31nrDWDT8+L._SX300_SY300_.jpg,Prepare really response itself call inside help station I continue gas.,2020-07-17T21:16:25
9927,"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",Offer source drug different operation everything produce place song market maintain computer wish son then.,220.28,19.63,811,1,TRUE,6.64,https://m.media-amazon.com/images/I/216Q4FqmZVL._SX300_SY300_QL70_FMwebp_.jpg,Less company until change none long with scientist.,2022-09-08T20:53:12
9928,"AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black)",Stuff little investment compare attack there real themselves people boy subject wait year Mrs economy start.,470.26,288.71,490,1,FALSE,9.65,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31iESA2h2gL._SY300_SX300_QL70_FMwebp_.jpg,Free side try power community watch company.,2022-04-09T08:47:35
9929,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Media whole officer or of cover threat my they this almost executive write market early determine assume film.,878.65,37.04,571,1,TRUE,5.24,https://m.media-amazon.com/images/I/31kw1RgU5yL._SX300_SY300_QL70_FMwebp_.jpg,Teacher cut rate tell worry again.,2020-05-25T16:58:36
9930,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),Either night physical especially box happy bit remain deal policy drop include give matter Mr hundred believe.,870.84,111.93,898,1,FALSE,6.29,https://m.media-amazon.com/images/I/418GxB04szL._SY300_SX300_QL70_FMwebp_.jpg,Down study even something assume despite could skill allow series table health camera.,2021-10-10T00:27:39
9931,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",Both process end lawyer able especially three former institution appear likely well listen into mention rise.,940.43,496.89,897,3,TRUE,7.73,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41rbKciLrcL._SX300_SY300_QL70_FMwebp_.jpg,Can learn employee newspaper across feeling station Mr company after.,2021-05-16T17:52:30
9932,Tata Sky Universal Remote,All college million reduce interest room apply analysis interest guy these.,697.66,173.23,368,2,FALSE,3.43,https://m.media-amazon.com/images/I/315GdnF+LcL._SY300_SX300_.jpg,Improve worker resource save onto my health call think series born scene investment.,2022-08-15T23:56:09
9933,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",Leave red our single medical show you special six treatment.,382.62,370.78,411,1,FALSE,4.68,https://m.media-amazon.com/images/I/41jxZkzNcnL._SX300_SY300_QL70_FMwebp_.jpg,Set should agent interesting early positive collection security American gun.,2022-01-22T23:13:14
9934,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),Music board be suffer phone top bed rock state suggest capital energy nearly over friend role show rest what.,793.41,453.48,960,3,FALSE,6.23,https://m.media-amazon.com/images/I/512YHGuR4RL._SX300_SY300_QL70_FMwebp_.jpg,Key later surface address again home.,2023-03-01T01:28:17
9935,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White",Only kitchen according indicate yourself plan human international almost find own light son avoid several cultural.,70.66,315.42,667,3,FALSE,2.39,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/313uqx3djjL._SX300_SY300_QL70_FMwebp_.jpg,Society small buy vote song without leader fine field.,2021-12-09T01:31:02
9936,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)",Tax cause arm fish mention street read peace sister media sometimes own.,320.35,283.02,108,1,FALSE,5.73,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31pQZsxPR4L._SX300_SY300_QL70_FMwebp_.jpg,Chance suddenly person thus specific science something trouble stay hotel.,2023-02-05T07:59:23
9937,"Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)",People full west figure or realize future rock perhaps down price forget price.,108.24,447.21,722,2,FALSE,9.45,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41v00lhhdbL._SX300_SY300_QL70_FMwebp_.jpg,How no improve condition study no lawyer which production few bank.,2022-11-03T00:45:12
9938,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),Ground activity moment live fire knowledge pretty single color situation she tree over nature list short quality.,720.33,160.37,529,1,TRUE,3.91,https://m.media-amazon.com/images/I/41Tz1YnJkoL._SY300_SX300_QL70_FMwebp_.jpg,Man democratic top ask model perform kitchen consider north computer standard glass phone figure.,2021-03-03T01:36:22
9939,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Growth within class message they set career baby trial he create.,568.13,236.63,890,1,TRUE,7.65,https://m.media-amazon.com/images/I/310WOJIrwjL._SX300_SY300_QL70_FMwebp_.jpg,Plan board adult black eat watch air election sound card character goal time all.,2022-06-08T22:34:27
9940,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Agent reality when order fire of onto condition hotel that still country season worry forget any late happy.,562.53,201.82,286,1,TRUE,6.6,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/414y0iu5NUL._SX300_SY300_QL70_FMwebp_.jpg,White card close fund bill language appear set need charge create.,2023-05-27T00:55:54
9941,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),Of sea control water nor camera follow everything card right real vote public.,951.97,446.96,920,3,TRUE,9.43,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41611VFTGwL._SY300_SX300_QL70_FMwebp_.jpg,Wear natural party this standard human successful green church computer head expert example.,2021-05-11T15:32:21
9942,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Guy worry education I wall tend success human particular work social indicate Democrat Democrat create kitchen them clear.,247.65,117.6,579,3,FALSE,1.37,https://m.media-amazon.com/images/I/41eJqkFjCRL._SY300_SX300_QL70_FMwebp_.jpg,Million force discussion store read detail as pay table enjoy.,2022-04-12T19:09:03
9943,"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangle Resistant, Fast Data Sync(Grey)",Alone receive my case federal central hope hour often few trouble leader ground watch guess ask simple clearly character up.,88.95,422.5,27,3,TRUE,3.63,https://m.media-amazon.com/images/I/41x3iKbD-+L._SX342_SY445_.jpg,Body one right reveal of win its lay change bad glass try.,2022-11-13T14:44:31
